index,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
14357,U001,200769623,WAL-MAR corporation,2020-04-01 19:44:56.687500000,2020,1930610459,2020-06-03,2020-03-21,2020-03-06,NAH4,2899.4,0-15
14366,U001,200769623,WAL-MAR corporation,2020-05-16 16:22:58.187500000,2020,1930802249,2020-04-20,2020-05-05,2020-04-20,NAH4,56673.77,0-15
14369,U001,200780383,MEIJ trust,2020-03-20 11:59:19.875000000,2020,1930686248,2020-03-23,2020-04-07,2020-03-23,NAA8,139381.63,Before Due Date
14382,CA02,140104249,SOB foundation,2020-02-26 14:23:51.500000000,2020,2960619792,2020-03-15,2020-04-02,2020-03-23,CA10,83697.285,Before Due Date
14385,U001,200769623,WAL-MAR trust,2020-05-06 04:55:56.125000000,2020,1930751718,2020-07-04,2020-04-22,2020-04-07,NAH4,8949.7,0-15
14387,U001,200769623,WAL-MAR corp,2020-04-02 02:51:49.000000000,2020,1930681316,2020-03-22,2020-04-06,2020-03-22,NAH4,14424.91,Before Due Date
14390,U001,200776463,KROGE systems,2020-04-20 10:56:42.390625000,2020,1930765489,2020-08-04,2020-04-23,2020-04-08,NAA8,51637.05,Before Due Date
14395,CA02,140106408,WAL-M llc,2020-03-27 10:21:30.437500000,2020,2960618045,2020-09-03,2020-03-19,2020-03-09,CA10,40483.687999999995,0-15
14399,U001,200762301,C&S WH ,2020-04-27 01:30:00.875000000,2020,1930746183,2020-04-04,2020-04-19,2020-04-04,NAC6,58979.43,0-15
14403,U001,200769623,WAL-MAR systems,2020-04-04 11:49:06.875000000,2020,1930622074,2020-08-03,2020-03-23,2020-03-08,NAH4,29996.18,0-15
14407,U001,200769623,WAL-MAR us,2020-03-24 22:32:44.281250000,2020,1930637664,2020-03-13,2020-03-28,2020-03-13,NAH4,9576.77,Before Due Date
14408,U001,200705372,FR corp,2020-04-27 06:08:11.328125000,2020,1930777519,2020-04-13,2020-04-28,2020-04-13,NAA8,48328.37,Before Due Date
14412,U001,200076137,OLLIE in,2020-03-23 03:15:24.218750000,2020,1930624969,2020-03-13,2020-03-28,2020-03-13,NAA8,49478.4,Before Due Date
14414,U001,200920735,ALBERT us,2020-05-08 06:59:22.750000000,2020,1930800206,2020-04-17,2020-05-02,2020-04-17,NAA8,66055.08,0-15
14420,U001,200769623,WAL-MAR us,2020-05-02 08:05:10.875000000,2020,1930738277,2020-03-04,2020-04-18,2020-04-03,NAH4,175.17,0-15
14423,U001,200775094,SAVE M corp,2020-06-19 05:51:36.250000000,2020,1930846983,2020-01-05,2020-05-16,2020-05-01,NAA8,87326.03,31-45
14431,U001,200726979,BJ'S  associates,2020-04-10 06:26:51.875000000,2020,1930793136,2020-04-16,2020-05-01,2020-04-16,NAA8,199.08,Before Due Date
14435,U001,200794332,COST us,2020-03-17 22:09:50.171875000,2020,1930584773,2020-02-03,2020-03-17,2020-03-02,NAAX,49209.72,0-15
14441,U001,200793568,SUPE corp,2020-04-07 11:03:04.250000000,2020,1930714520,2020-03-27,2020-04-11,2020-03-27,NAA8,16610.79,Before Due Date
14449,U001,CCCA02,KRAFT  llc,2020-03-18 07:57:39.750000000,2020,1930651630,2020-03-15,2020-04-19,2020-03-15,NAG2,48795.6,Before Due Date
14458,U001,200772670,ASSOCIAT us,2020-03-21 22:18:53.250000000,2020,1930671016,2020-03-19,2020-04-03,2020-03-19,NAU5,49964.26,Before Due Date
14461,U001,200769623,WAL-MAR in,2020-03-25 18:06:56.375000000,2020,1930652573,2020-03-16,2020-03-31,2020-03-16,NAH4,54535.15,Before Due Date
14463,U001,200776463,KROGE ,2020-03-25 03:40:36.062500000,2020,1930687531,2020-03-22,2020-04-06,2020-03-22,NAA8,104576.02,Before Due Date
14477,U001,200714710,SYSCO  ,2020-04-27 14:08:08.828125000,2020,1930781871,2020-04-13,2020-04-28,2020-04-13,NAA8,59846.18,Before Due Date
14485,U001,200764795,SYSCO  systems,2020-03-29 12:52:06.937500000,2020,1930584078,2020-03-03,2020-03-18,2020-03-03,NAA8,33182.92,0-15
14486,U001,200772670,ASSOCIAT systems,2020-04-13 21:30:05.000000000,2020,1930684222,2020-03-21,2020-04-05,2020-03-21,NAU5,29562.38,0-15
14490,U001,200705742,DOT foundation,2020-03-10 19:14:53.468750000,2020,1930582253,2020-02-28,2020-03-14,2020-02-28,NAA8,5228.8,Before Due Date
14494,U001,200726979,BJ'S  co,2020-03-29 04:05:05.000000000,2020,1930664154,2020-03-18,2020-04-02,2020-03-18,NAA8,521.04,Before Due Date
14503,U001,200769623,WAL-MAR trust,2020-04-08 01:47:00.125000000,2020,1930623840,2020-10-03,2020-03-25,2020-03-10,NAH4,8787.87,0-15
14512,U001,200769623,WAL-MAR us,2020-05-04 17:12:49.812500000,2020,1930790975,2020-04-16,2020-05-01,2020-04-16,NAH4,12638.82,0-15
14513,U001,200769623,WAL-MAR co,2020-05-12 00:01:41.078125000,2020,1930820188,2020-04-24,2020-05-09,2020-04-24,NAH4,15946.04,0-15
14515,U001,200769623,WAL-MAR trust,2020-05-02 00:52:57.625000000,2020,1930731983,2020-03-04,2020-04-18,2020-04-03,NAH4,24227.89,0-15
14529,U001,200748108,KROGER us,2020-05-02 14:33:31.687500000,2020,1930758672,2020-07-04,2020-04-22,2020-04-07,NAA8,7782.52,0-15
14530,CA02,140106408,WAL-M co,2020-04-22 15:49:21.281250000,2020,2960627826,2020-09-04,2020-04-19,2020-04-09,CA10,2783.564,0-15
14531,CA02,140104240,FEDER co,2020-04-10 21:48:26.812500000,2020,2960620058,2020-03-14,2020-04-01,2020-03-22,CA10,79028.824,0-15
14532,U001,CCU013,KRAFT F systems,2020-03-18 15:03:12.750000000,2020,1930628326,2020-09-03,2020-03-09,2020-03-09,NAX2,15329.58,0-15
14539,CA02,140104409,LOB systems,2020-04-22 04:28:45.093750000,2020,2960628080,2020-04-13,2020-04-27,2020-04-17,CA10,44000.816999999995,Before Due Date
14543,U001,200769623,WAL-MAR co,2020-06-05 14:32:15.500000000,2020,1930854148,2020-03-05,2020-05-18,2020-05-03,NAH4,32870.23,16-30
14553,U001,200769623,WAL-MAR associates,2020-05-20 16:18:37.937500000,2020,1930826779,2020-04-28,2020-05-13,2020-04-28,NAH4,6251.42,0-15
14561,U001,200769623,WAL-MAR us,2020-03-23 14:10:11.062500000,2020,1930642652,2020-03-13,2020-03-28,2020-03-13,NAH4,56448.14,Before Due Date
14562,U001,200729942,SA foundation,2020-04-14 09:09:52.000000000,2020,1930794203,2020-04-17,2020-05-02,2020-04-17,NAA8,16360.32,Before Due Date
14563,U001,200737918,W LEE  trust,2020-04-21 01:34:36.500000000,2020,1930716081,2020-03-30,2020-04-14,2020-03-30,NAA8,100963.99,0-15
14575,U001,200769623,WAL-MAR systems,2020-04-06 12:49:58.390625000,2020,1930690869,2020-03-25,2020-04-09,2020-03-25,NAH4,22014.9,Before Due Date
14576,U001,200782669,SYGMA corporation,2020-04-29 00:49:45.062500000,2020,1930679376,2020-03-24,2020-04-25,2020-03-24,NA32,8889.77,0-15
14590,U001,200769623,WAL-MAR foundation,2020-06-15 12:48:27.250000000,2020,1930883166,2020-09-05,2020-05-24,2020-05-09,NAH4,3403.8,16-30
14607,U001,200762301,C&S WH in,2020-05-21 03:45:48.859375000,2020,1930857639,2020-04-05,2020-05-19,2020-05-04,NAC6,8718.8,0-15
14608,U001,200762301,C&S WH ,2020-03-29 05:45:32.718750000,2020,1930632303,2020-10-03,2020-03-25,2020-03-10,NAC6,19430.62,0-15
14611,U001,200704858,WAKE ,2020-03-28 04:31:06.187500000,2020,1930607430,2020-07-03,2020-03-22,2020-03-07,NAA8,41675.4,0-15
14622,U001,200783734,FAREW in,2020-06-13 08:50:03.000000000,2020,1930819603,2020-04-23,2020-05-08,2020-04-23,NAA8,25321.0,31-45
14626,U001,200769623,WAL-MAR co,2020-04-06 10:21:19.250000000,2020,1930721701,2020-03-30,2020-04-14,2020-03-30,NAH4,4341.39,Before Due Date
14627,U001,200705742,DOT llc,2020-04-23 22:09:13.500000000,2020,1930609902,2020-05-03,2020-04-08,2020-03-05,NAAW,6623.16,16-30
14633,CA02,140104429,COSTCO us,2020-04-22 01:20:05.500000000,2020,2960633715,2020-07-05,2020-05-18,2020-05-08,CA10,44865.905,Before Due Date
14647,U001,200780383,MEIJ foundation,2020-04-18 22:09:10.625000000,2020,1930818643,2020-04-22,2020-05-07,2020-04-22,NAA8,22976.4,Before Due Date
14649,U001,200418007,AM us,2020-06-03 07:44:16.000000000,2020,1930774122,2020-04-15,2020-06-19,2020-04-15,NAGD,48.48,Before Due Date
14659,U001,200704858,WAKE systems,2020-03-31 20:55:19.750000000,2020,1930718032,2020-03-30,2020-04-14,2020-03-30,NAA8,132263.79,Before Due Date
14664,U001,CCCA02,KRAFT  corp,2020-04-14 22:20:01.296875000,2020,1930644058,2020-03-13,2020-04-17,2020-03-13,NAG2,31315.2,Before Due Date
14668,U001,200762950,HAR systems,2020-03-29 18:15:27.453125000,2020,1930637379,2020-03-13,2020-03-28,2020-03-13,NAA8,18153.94,0-15
14671,U001,200712105,WALG corporation,2020-04-11 20:31:48.828125000,2020,1930704620,2020-03-25,2020-04-09,2020-03-25,NAA8,108731.18,0-15
14676,CA02,140104331,CORE-M corp,2020-05-23 23:47:37.250000000,2020,2960631394,2020-04-29,2020-05-10,2020-04-30,CA10,792.2879999999999,0-15
14681,U001,200315290,KWI in,2020-03-19 14:54:27.750000000,2020,1930647693,2020-03-17,2020-04-01,2020-03-17,NAA8,39140.66,Before Due Date
14682,CA02,140104409,LOB in,2020-04-08 07:28:30.906250000,2020,2960624429,2020-03-25,2020-04-12,2020-04-02,CA10,50234.274999999994,Before Due Date
14689,U001,200759878,SA systems,2020-05-11 11:04:06.953125000,2020,1930809320,2020-04-24,2020-05-09,2020-04-24,NAH4,30866.63,0-15
14697,U001,200759878,SA us,2020-04-25 07:24:27.437500000,2020,1930729464,2020-02-04,2020-04-17,2020-04-02,NAH4,517.33,0-15
14701,U001,200769623,WAL-MAR systems,2020-05-06 19:28:32.812500000,2020,1930777493,2020-12-04,2020-04-27,2020-04-12,NAH4,26159.43,0-15
14702,CA02,140104409,LOB ,2020-03-12 05:00:37.187500000,2020,2960616658,2020-02-27,2020-03-16,2020-03-06,CA10,80697.12,Before Due Date
14708,U001,200466603,SMITH'S co,2020-04-28 22:58:39.562500000,2020,1930776788,2020-10-04,2020-04-25,2020-04-10,NAA8,9805.69,0-15
14717,U001,200230690,DECA associates,2020-03-10 06:33:49.000000000,2020,1930599372,2020-04-03,2020-03-11,2020-03-01,NAM2,26830.81,Before Due Date
14719,U001,200750051,ALBER co,2020-04-14 22:14:05.500000000,2020,1930840981,2020-01-05,2020-05-16,2020-05-01,NAA8,174914.51,Before Due Date
14722,U001,200014556,ALBER foundation,2020-04-08 11:21:15.750000000,2020,1930567455,2020-02-27,2020-03-13,2020-02-27,NAA8,57568.66,16-30
14739,U001,200792293,UNIFIE trust,2020-06-11 13:53:14.625000000,2020,1930859143,2020-06-05,2020-05-21,2020-05-06,NAA8,10897.62,16-30
14741,U001,200592182,DECA systems,2020-02-18 08:12:14.250000000,2020,1930700901,2020-03-25,2020-03-26,2020-03-16,NAM2,5988.98,Before Due Date
14745,U001,200705742,DOT associates,2020-05-19 18:51:14.953125000,2020,1930803523,2020-04-20,2020-05-22,2020-04-20,NA32,15070.82,Before Due Date
14749,U001,200769623,WAL-MAR systems,2020-03-27 05:10:43.687500000,2020,1930666130,2020-03-18,2020-04-02,2020-03-18,NAH4,33933.78,Before Due Date
14754,CA02,140105785,SHOPPE us,2020-05-12 20:00:53.375000000,2020,2960632829,2020-04-05,2020-05-16,2020-05-06,CA10,64213.079,Before Due Date
14758,U001,200762301,C&S WH co,2020-04-17 20:40:47.500000000,2020,1930704949,2020-03-27,2020-04-11,2020-03-27,NAC6,1358.89,0-15
14765,U001,200881076,ALBERT llc,2020-05-22 13:06:07.875000000,2020,1930840833,2020-04-29,2020-05-14,2020-04-29,NAA8,66594.51,0-15
14768,U001,200794332,COST llc,2020-04-16 12:45:28.125000000,2020,1930719676,2020-03-31,2020-04-15,2020-03-31,NAAX,9286.83,0-15
14770,CA02,140106408,WAL-M corp,2020-03-13 15:12:32.375000000,2020,2960622347,2020-03-19,2020-03-29,2020-03-19,CA10,1261.344,Before Due Date
14776,U001,CCU013,KRAFT F associates,2020-03-18 18:41:32.281250000,2020,1930647688,2020-03-15,2020-03-15,2020-03-15,NAX2,13866.12,0-15
14777,U001,200934569,SODEXHO  ,2020-04-10 11:44:03.875000000,2020,1930630903,2020-03-13,2020-04-17,2020-03-13,NAG2,651.19,Before Due Date
14778,U001,200759878,SA us,2020-04-17 21:29:03.750000000,2020,1930794895,2020-04-18,2020-05-03,2020-04-18,NAH4,140574.69,Before Due Date
14781,U001,200769623,WAL-MAR corporation,2020-04-10 05:18:27.906250000,2020,1930717161,2020-03-30,2020-04-14,2020-03-30,NAH4,49972.71,Before Due Date
14784,U001,200230690,DECA systems,2020-02-19 13:50:33.000000000,2020,1930672059,2020-03-20,2020-03-26,2020-03-16,NAM2,29955.73,Before Due Date
14789,U001,200148860,DOLLA in,2020-04-10 23:31:58.750000000,2020,1930623773,2020-10-03,2020-03-25,2020-03-10,NAA8,29734.33,16-30
14790,CA02,140104249,SOB foundation,2020-04-09 23:34:08.500000000,2020,2960627915,2020-11-04,2020-04-30,2020-04-20,CA10,24676.168999999998,Before Due Date
14793,U001,200769623,WAL-MAR corporation,2020-04-05 06:10:00.765625000,2020,1930690057,2020-03-24,2020-04-08,2020-03-24,NAH4,471.56,Before Due Date
14799,U001,200704858,WAKE systems,2020-03-19 16:05:08.500000000,2020,1930614512,2020-06-03,2020-03-21,2020-03-06,NAA8,51545.03,Before Due Date
14804,U001,200759878,SA in,2020-04-28 09:25:32.312500000,2020,1930725882,2020-03-04,2020-04-18,2020-04-03,NAH4,15512.01,0-15
14809,U001,200769623,WAL-MAR associates,2020-04-03 01:09:30.687500000,2020,1930607067,2020-07-03,2020-03-22,2020-03-07,NAH4,63524.23,0-15
14817,U001,200769623,WAL-MAR in,2020-04-04 11:15:04.062500000,2020,1930624625,2020-11-03,2020-03-26,2020-03-11,NAH4,10782.24,0-15
14819,U001,200777735,NASH  foundation,2020-04-17 01:28:00.812500000,2020,1930781522,2020-04-13,2020-04-28,2020-04-13,NAA8,76614.24,Before Due Date
14824,U001,200761734,H E BUT trust,2020-03-31 22:59:25.437500000,2020,1930646094,2020-12-03,2020-03-27,2020-03-12,NAA8,68264.72,0-15
14839,U001,200418007,AM corporation,2020-06-04 23:23:03.250000000,2020,1930789411,2020-04-22,2020-06-26,2020-04-22,NAGD,4032.0,Before Due Date
14842,U001,200526831,PERISH co,2020-04-11 14:37:57.375000000,2020,1930801378,2020-04-19,2020-05-04,2020-04-19,NAA8,70453.27,Before Due Date
14845,U001,200561861,CO in,2020-03-26 04:25:42.375000000,2020,1930566868,2020-02-27,2020-03-13,2020-02-27,NAA8,1688.04,0-15
14853,U001,200769623,WAL-MAR foundation,2020-04-29 23:37:14.687500000,2020,1930739040,2020-03-04,2020-04-18,2020-04-03,NAH4,43532.97,0-15
14854,U001,200875006,KROGER llc,2020-03-15 09:10:43.375000000,2020,1930671702,2020-03-19,2020-04-03,2020-03-19,NAA8,101203.53,Before Due Date
14858,U001,200772670,ASSOCIAT associates,2020-02-23 09:13:53.500000000,2020,1930659358,2020-03-18,2020-04-02,2020-03-18,NAU5,163389.93,Before Due Date
14862,U001,200744019,TARG corporation,2020-04-08 16:59:50.132812500,2020,1930703609,2020-03-26,2020-04-10,2020-03-26,NAA8,7187.31,Before Due Date
14870,U001,200777735,NASH  us,2020-05-27 06:41:46.312500000,2020,1930665530,2020-03-18,2020-05-22,2020-03-18,NAGD,29222.69,0-15
14876,U001,200148860,DOLLA associates,2020-03-24 22:24:30.687500000,2020,1930580533,2020-02-28,2020-03-14,2020-02-28,NAA8,11099.81,0-15
14881,U001,200704858,WAKE ,2020-04-26 09:11:22.062500000,2020,1930753806,2020-07-04,2020-04-22,2020-04-07,NAA8,93973.19,0-15
14882,U001,200769623,WAL-MAR systems,2020-04-07 06:42:32.828125000,2020,1930704102,2020-03-25,2020-04-09,2020-03-25,NAH4,18799.45,Before Due Date
14887,U001,200769623,WAL-MAR corp,2020-05-19 15:10:35.843750000,2020,1930831546,2020-04-30,2020-05-15,2020-04-30,NAH4,12264.24,0-15
14889,U001,200881076,ALBERT co,2020-03-29 19:11:03.187500000,2020,1930637830,2020-11-03,2020-03-26,2020-03-11,NAA8,85108.71,0-15
14890,U001,200769623,WAL-MAR corp,2020-03-29 15:48:38.187500000,2020,1930599072,2020-04-03,2020-03-19,2020-03-04,NAH4,7990.39,0-15
14891,U001,200748108,KROGER trust,2020-04-25 00:26:48.062500000,2020,1930737390,2020-02-04,2020-04-17,2020-04-02,NAA8,88748.3,0-15
14895,U001,200705372,FR co,2020-05-27 21:48:30.437500000,2020,1930858223,2020-06-05,2020-05-21,2020-05-06,NAA8,14668.84,0-15
14897,U001,200782001,GORDO corporation,2020-05-01 05:22:53.250000000,2020,1930813326,2020-04-23,2020-05-08,2020-04-23,NAA8,28971.15,Before Due Date
14910,CA02,140104429,COSTCO systems,2020-04-27 15:15:21.875000000,2020,2960629493,2020-04-28,2020-05-10,2020-04-30,CA10,52352.01299999999,Before Due Date
14916,U001,200769623,WAL-MAR ,2020-04-05 09:55:08.812500000,2020,1930661424,2020-03-17,2020-04-01,2020-03-17,NAH4,12042.02,0-15
14922,U001,200769623,WAL-MAR corporation,2020-05-04 21:15:15.562500000,2020,1930764241,2020-11-04,2020-04-26,2020-04-11,NAH4,31329.2,0-15
14924,U001,200714710,SYSCO  corp,2020-03-14 03:11:04.828125000,2020,1930580654,2020-02-27,2020-03-13,2020-02-27,NAA8,26938.55,0-15
14926,U001,200762301,C&S WH foundation,2020-03-24 05:03:01.437500000,2020,1930638213,2020-12-03,2020-03-27,2020-03-12,NAC6,14194.36,Before Due Date
14938,U001,200769623,WAL-MAR us,2020-04-06 01:25:55.695312500,2020,1930665785,2020-03-21,2020-04-05,2020-03-21,NAH4,69308.97,0-15
14939,U001,200769623,WAL-MAR systems,2020-04-05 15:10:26.078125000,2020,1930686513,2020-03-24,2020-04-08,2020-03-24,NAH4,62151.56,Before Due Date
14940,U001,200770567,LABAT in,2020-04-28 04:07:44.703125000,2020,1930782119,2020-04-15,2020-04-30,2020-04-15,NAA8,57087.76,Before Due Date
14944,U001,200230690,DECA systems,2020-02-16 11:09:02.750000000,2020,1930599814,2020-04-03,2020-03-24,2020-03-01,NAM4,110.04,Before Due Date
14945,U001,CCU013,KRAFT F co,2020-03-22 00:47:37.625000000,2020,1930635632,2020-11-03,2020-03-11,2020-03-11,NAX2,22007.4,0-15
14946,U001,CCU013,KRAFT F corp,2020-03-09 22:14:18.750000000,2020,1930684057,2020-03-24,2020-03-24,2020-03-24,NAX2,23580.0,Before Due Date
14949,U001,200790107,ROU associates,2020-04-25 00:22:34.875000000,2020,1930817850,2020-04-22,2020-05-07,2020-04-22,NAC6,87827.11,Before Due Date
14953,U001,200772670,ASSOCIAT systems,2020-04-26 00:30:07.500000000,2020,1930718072,2020-03-29,2020-04-13,2020-03-29,NAU5,18627.55,0-15
14956,U005,100025658,PEA co,2020-05-25 18:57:39.375000000,2020,1930795208,2020-04-17,2020-05-17,2020-04-17,NAD5,3901.32,0-15
14958,U001,200854853,MARTIN  corporation,2020-03-13 08:08:48.500000000,2020,1930664065,2020-03-17,2020-04-01,2020-03-17,NAA8,21464.82,Before Due Date
14960,U001,200769623,WAL-MAR trust,2020-04-12 05:42:26.460937500,2020,1930717239,2020-03-29,2020-04-13,2020-03-29,NAH4,6625.3,Before Due Date
14963,U001,200769623,WAL-MAR corporation,2020-04-03 05:18:44.453125000,2020,1930681779,2020-03-22,2020-04-06,2020-03-22,NAH4,31819.27,Before Due Date
14966,U001,200762301,C&S WH trust,2020-04-06 06:02:52.093750000,2020,1930704992,2020-03-27,2020-04-11,2020-03-27,NAC6,13711.71,Before Due Date
14970,U001,200769623,WAL-MAR foundation,2020-03-31 08:07:41.375000000,2020,1930587507,2020-03-03,2020-03-18,2020-03-03,NAH4,35489.29,0-15
14974,U001,200806580,BE co,2020-03-05 02:32:55.250000000,2020,1930655120,2020-03-16,2020-03-31,2020-03-16,NAA8,5745.6,Before Due Date
14975,U001,100031704,DELHAIZE ,2020-05-29 09:56:16.000000000,2020,1930839125,2020-01-05,2020-05-16,2020-05-01,NAA8,24129.22,0-15
14980,U002,200825136,COLOME corporation,2020-05-01 21:51:32.250000000,2020,1990571572,2020-12-04,2020-05-12,2020-04-12,NA38,82527.18,Before Due Date
14987,U001,200936373,SUPE in,2020-05-01 03:13:58.125000000,2020,1930832388,2020-04-30,2020-05-15,2020-04-30,NAA8,33312.97,Before Due Date
15006,U001,200416837,DEC in,2020-02-23 05:02:19.000000000,2020,1930803517,2020-04-20,2020-03-26,2020-03-16,NAM2,5673.7,Before Due Date
15007,U001,200769623,WAL-MAR associates,2020-05-14 21:53:15.937500000,2020,1930809205,2020-04-22,2020-05-07,2020-04-22,NAH4,27069.48,0-15
15028,U001,200418007,AM corp,2020-04-15 06:15:42.750000000,2020,1930756805,2020-10-04,2020-04-25,2020-04-10,NAA8,21860.5,Before Due Date
15031,U001,200769623,WAL-MAR corp,2020-04-03 18:07:08.687500000,2020,1930638648,2020-12-03,2020-03-27,2020-03-12,NAH4,24006.55,0-15
15039,U001,200792734,MDV/ llc,2020-05-02 19:48:42.312500000,2020,1930755489,2020-06-04,2020-04-21,2020-04-06,NAA8,4270.29,0-15
15049,U001,200769623,WAL-MAR systems,2020-04-08 16:01:48.828125000,2020,1930703511,2020-03-27,2020-04-11,2020-03-27,NAH4,32663.02,Before Due Date
15050,U001,200762301,C&S WH systems,2020-05-17 20:34:14.437500000,2020,1930686919,2020-03-23,2020-05-27,2020-03-23,NAGD,50554.29,Before Due Date
15060,U001,200769623,WAL-MAR associates,2020-03-12 15:14:42.453125000,2020,1930581384,2020-02-29,2020-03-15,2020-02-29,NAH4,56493.62,Before Due Date
15063,U001,200769623,WAL-MAR systems,2020-04-24 12:22:41.375000000,2020,1930796372,2020-04-17,2020-05-02,2020-04-17,NAH4,887.17,Before Due Date
15066,U001,200729828,KENNETH corporation,2020-04-01 09:44:38.078125000,2020,1930666834,2020-03-18,2020-04-02,2020-03-18,NAA8,49217.93,Before Due Date
15072,U001,200726979,BJ'S  co,2020-03-31 23:12:04.625000000,2020,1930622267,2020-09-03,2020-03-24,2020-03-09,NAA8,464.94,0-15
15073,U001,200726979,BJ'S  llc,2020-05-22 14:07:40.687500000,2020,1930842711,2020-04-30,2020-05-15,2020-04-30,NAA8,380.77,0-15
15094,U001,200761734,H E BUT us,2020-05-02 11:40:24.562500000,2020,1930769620,2020-09-04,2020-04-24,2020-04-09,NAA8,22249.11,0-15
15100,U001,200762301,C&S WH llc,2020-04-19 19:55:38.898437500,2020,1930739525,2020-04-04,2020-04-19,2020-04-04,NAC6,4662.15,0-15
15101,U001,100059208,ARMADA W corp,2020-08-01 18:53:04.000000000,2020,1930730528,2020-01-04,2020-04-21,2020-04-01,NAD1,80839.0,
15103,U001,200769623,WAL-MAR associates,2020-03-13 01:59:55.078125000,2020,1930581483,2020-02-29,2020-03-15,2020-02-29,NAH4,14894.96,Before Due Date
15106,U001,200779719,FOOD 4 corp,2020-04-22 23:33:56.625000000,2020,1930693665,2020-03-25,2020-04-09,2020-03-25,NAA8,19436.32,0-15
15107,U001,200078595,NORTHERN corporation,2020-05-03 17:58:45.062500000,2020,1930783541,2020-04-14,2020-04-29,2020-04-14,NAA8,9615.89,0-15
15112,U001,200769623,WAL-MAR in,2020-03-25 00:36:09.562500000,2020,1930652249,2020-03-15,2020-03-30,2020-03-15,NAH4,36114.1,Before Due Date
15125,U001,200799367,MCL llc,2020-03-07 18:52:36.625000000,2020,1930637451,2020-03-16,2020-03-31,2020-03-16,NAA8,28404.23,Before Due Date
15128,U001,200704858,WAKE us,2020-04-19 01:17:48.818359375,2020,1930747084,2020-04-04,2020-04-19,2020-04-04,NAA8,9207.28,0-15
15129,U001,200779906,BOZZU co,2020-03-21 05:31:54.625000000,2020,1930639579,2020-03-13,2020-03-28,2020-03-13,NAA8,54122.58,Before Due Date
15139,U001,200762301,C&S WH systems,2020-06-16 12:35:12.343750000,2020,1930756431,2020-07-04,2020-06-11,2020-04-07,NAGD,11515.84,0-15
15152,U001,200772670,ASSOCIAT llc,2020-03-17 08:08:37.875000000,2020,1930639689,2020-11-03,2020-03-26,2020-03-11,NAU5,373.43,Before Due Date
15155,U001,200726979,BJ'S  us,2020-04-19 01:50:56.843750000,2020,1930724998,2020-01-04,2020-04-16,2020-04-01,NAA8,63.46,0-15
15158,U001,200769623,WAL-MAR in,2020-04-09 12:56:37.515625000,2020,1930711466,2020-03-28,2020-04-12,2020-03-28,NAH4,33635.14,Before Due Date
15160,U001,200780383,MEIJ trust,2020-04-23 16:36:44.250000000,2020,1930705588,2020-03-25,2020-04-09,2020-03-25,NAA8,37253.21,0-15
15164,U001,200909198,TAP trust,2020-06-10 04:34:31.375000000,2020,1930818583,2020-04-23,2020-05-25,2020-04-23,NA32,2042.56,16-30
15169,U001,200759878,SA llc,2020-05-05 00:47:49.875000000,2020,1930729971,2020-03-04,2020-04-18,2020-04-03,NAH4,29677.79,16-30
15175,U001,200762301,C&S WH corp,2020-03-21 10:49:06.031250000,2020,1930618533,2020-08-03,2020-03-23,2020-03-08,NAC6,107163.63,Before Due Date
15176,U001,200799367,MCL corp,2020-04-17 14:22:20.812500000,2020,1930672195,2020-03-28,2020-04-12,2020-03-28,NAA8,27740.21,0-15
15183,U001,200769623,WAL-MAR us,2020-04-27 03:58:24.578125000,2020,1930781563,2020-04-14,2020-04-29,2020-04-14,NAH4,5453.66,Before Due Date
15186,U001,200769623,WAL-MAR in,2020-04-04 14:30:32.199218750,2020,1930673870,2020-03-21,2020-04-05,2020-03-21,NAH4,19226.15,Before Due Date
15193,U001,200769623,WAL-MAR corp,2020-04-23 08:06:40.250000000,2020,1930800361,2020-04-18,2020-05-03,2020-04-18,NAH4,22211.08,Before Due Date
15196,U001,200718130,SYSCO F trust,2020-03-23 04:05:44.062500000,2020,1930598816,2020-03-03,2020-03-18,2020-03-03,NAA8,37270.12,0-15
15203,U001,200726979,BJ'S  co,2020-04-06 13:17:07.414062500,2020,1930689328,2020-03-22,2020-04-06,2020-03-22,NAA8,713.64,0-15
15205,U001,200769623,WAL-MAR ,2020-05-15 16:53:52.187500000,2020,1930808805,2020-04-21,2020-05-06,2020-04-21,NAH4,596.77,0-15
15209,U001,200769623,WAL-MAR trust,2020-04-09 18:40:46.449218750,2020,1930710200,2020-03-26,2020-04-10,2020-03-26,NAH4,32293.7,Before Due Date
15210,U001,200772670,ASSOCIAT co,2020-03-10 02:30:13.375000000,2020,1930576073,2020-02-27,2020-03-13,2020-02-27,NAU5,18543.6,Before Due Date
15212,U001,200707822,PUBLI in,2020-04-01 23:59:09.609375000,2020,1930682342,2020-03-21,2020-04-05,2020-03-21,NAA8,88850.04,Before Due Date
15218,U001,200707822,PUBLI co,2020-04-22 08:41:30.375000000,2020,1930801051,2020-04-18,2020-05-03,2020-04-18,NAA8,42159.48,Before Due Date
15230,U001,200744019,TARG co,2020-03-19 14:28:43.625000000,2020,1930660461,2020-03-17,2020-04-01,2020-03-17,NAA8,60715.46,Before Due Date
15232,U001,200726979,BJ'S  ,2020-04-11 10:24:33.875000000,2020,1930610067,2020-06-03,2020-03-21,2020-03-06,NAA8,567.26,16-30
